App Start Logs,App ID,Action,Worker Type,Lead Time,Reason Description,Reason Type
2022-07-27 23:00:00,62ba408305157c01c199924d,APP_VERIFY,Electrician,-12.504444,,
2022-07-28 23:00:00,62ba40b042a40f01bd83db42,APP_CLAIM,Electrician,50.949722,,
2022-07-28 23:00:00,62ba40b042a40f01bd83db42,APP_VERIFY,Electrician,-19.145278,,
2022-07-31 11:00:00,62ba410cfd8d4001bd1ae9a1,APP_CLAIM,Electrician,32.814444,,
2022-07-31 11:00:00,62ba410cfd8d4001bd1ae9a1,USER_CANCEL,Electrician,17.723056,I won’t have a ride due to my car having to get towed to a mechanic,NO_CAR_FOR_APP
2022-08-02 3:00:00,62e457b2aad8f401b83e6ee7,APP_CLAIM,Electrician,73.0225,,
2022-08-02 3:00:00,62e457b2aad8f401b83e6ee7,APP_NOTE_UPDATE,Electrician,-144.815833,8/8 Compliant TS #2266255 JL,ADMIN_EDIT_APP
2022-08-02 3:00:00,62e457b2aad8f401b83e6ee7,APP_VERIFY,Electrician,-144.826111,,
2022-08-03 3:00:00,62e457b8d8d3e701b6436f3b,APP_CLAIM,Electrician,96.978611,,
2022-08-03 3:00:00,62e457b8d8d3e701b6436f3b,APP_NOTE_UPDATE,Electrician,-120.819444,8/8 Compliant TS #2266255 JL,ADMIN_EDIT_APP
2022-08-03 3:00:00,62e457b8d8d3e701b6436f3b,APP_VERIFY,Electrician,-120.830833,,
2022-08-04 3:00:00,62e457fbd8d3e701b64374af,APP_CLAIM,Electrician,120.991667,,
2022-08-04 3:00:00,62e457fbd8d3e701b64374af,APP_VERIFY,Electrician,-57.969444,,
2022-08-05 3:00:00,62e45812d8d3e701b643754f,APP_CLAIM,Electrician,144.987778,,
2022-08-05 3:00:00,62e45812d8d3e701b643754f,APP_VERIFY,Electrician,-46.179167,,
2022-08-06 3:00:00,62e4583a8c85a601b82b709e,APP_CLAIM,Electrician,168.933333,,
2022-08-06 3:00:00,62e4583a8c85a601b82b709e,APP_VERIFY,Electrician,-22.187778,,
2022-08-07 3:00:00,62e4585e8c85a601b82b71b4,APP_CLAIM,Electrician,90.843056,,
2022-08-07 3:00:00,62e4585e8c85a601b82b71b4,USER_CANCEL,Electrician,5.414167,not feeling well,SICK_OTHER_ILLNESS
2022-08-08 3:00:00,62e45887aad8f401b83e7d46,APP_CLAIM,Electrician,216.913056,,
2022-08-08 3:00:00,62e45887aad8f401b83e7d46,APP_VERIFY,Electrician,-25.002778,,
2022-08-10 3:00:00,62e458cad8d3e701b6438283,APP_CLAIM,Electrician,186.493611,,
2022-08-10 3:00:00,62e458cad8d3e701b6438283,CUST_CANCEL_FILLED,Electrician,11.880833,,STAFFED_IN_HOUSE
2022-08-11 3:00:00,62e458efaad8f401b83e84a8,APP_CLAIM,Electrician,288.903611,,
2022-08-11 3:00:00,62d7e813ae91c501b849426a,APP_CLAIM,Electrician,4.176667,,
2022-08-11 3:00:00,62e458efaad8f401b83e84a8,CUST_CANCEL_FILLED,Electrician,26.645556,,STAFFED_IN_HOUSE
2022-08-11 3:00:00,62d7e813ae91c501b849426a,NO_CALL_NO_SHOW,Electrician,-0.3725,they were over staffed,NONE
2022-08-12 3:00:00,62e459198c85a601b82b8fac,APP_CLAIM,Electrician,312.899167,,
2022-08-12 3:00:00,62e459198c85a601b82b8fac,USER_CANCEL,Electrician,6.407222,canceled my apps this week so I picked up somewhere else,CUSTOMER_CANCELLED_APPS
2022-08-13 3:00:00,62e45930c1b99001bac1a60b,APP_CLAIM,Electrician,336.889722,,
2022-08-13 3:00:00,62e45930c1b99001bac1a60b,APP_VERIFY,Electrician,-8.925833,,
2022-08-16 3:00:00,62e4599112c39f01b6160ee1,APP_CLAIM,Electrician,408.876944,,
2022-08-16 3:00:00,62e4599112c39f01b6160ee1,APP_VERIFY,Electrician,-8.378056,,
2022-08-18 3:00:00,62e459eeaad8f401b83e8c77,APP_CLAIM,Electrician,456.862778,,
2022-08-18 3:00:00,62e459eeaad8f401b83e8c77,CUST_CANCEL_FILLED,Electrician,6.799167,,STAFFED_IN_HOUSE
2022-08-19 3:00:00,62e45a10aad8f401b83e8d59,APP_CLAIM,Electrician,480.855556,,
2022-08-19 3:00:00,62e45a10aad8f401b83e8d59,APP_VERIFY,Electrician,-13.814167,,
2022-08-20 3:00:00,62e45a2512c39f01b616138f,APP_CLAIM,Electrician,297.435278,,
2022-08-20 3:00:00,62e45a2512c39f01b616138f,APP_VERIFY,Electrician,-8.364444,,
2022-08-21 3:00:00,62e45a4daad8f401b83e8e4b,APP_CLAIM,Electrician,528.836111,,
2022-08-21 3:00:00,62e45a4daad8f401b83e8e4b,USER_CANCEL,Electrician,23.583333,Covid in the building,CUSTOMER_COVID+_STATUS
2022-08-25 18:30:00,63056973ac369401b561e874,APP_CLAIM,Electrician,38.896667,,
2022-08-25 18:30:00,63056973ac369401b561e874,CUST_CANCEL_FILLED,Electrician,25.698889,,LOW_CENSUS
2022-08-27 3:00:00,62e45b10aad8f401b83ea78e,APP_CLAIM,Electrician,59.755833,,
2022-08-27 3:00:00,62e45b10aad8f401b83ea78e,APP_VERIFY,Electrician,-8.431944,,
2022-08-29 18:30:00,6305833ebf22fe01ba7d0090,APP_CLAIM,Electrician,134.863889,,
2022-08-29 18:30:00,6305833ebf22fe01ba7d0090,CUST_CANCEL_FILLED,Electrician,2.129444,,STAFFED_IN_HOUSE
2022-09-02 11:00:00,62f05437f8d7eb01baecefd9,APP_CLAIM,Electrician,-7.885278,,
2022-09-02 11:00:00,62f05437f8d7eb01baecefd9,APP_CLAIM,Electrician,-5.932222,,
2022-09-02 11:00:00,62f05437f8d7eb01baecefd9,APP_VERIFY,Electrician,-6.628333,,
2022-09-03 11:00:00,631296de8bd8e601b9ef7c82,APP_CLAIM,Electrician,9.762778,,
2022-09-03 11:00:00,631296de8bd8e601b9ef7c82,APP_VERIFY,Electrician,-8.414167,,
2022-09-04 19:00:00,62f054bef8d7eb01baecf931,APP_CLAIM,Electrician,49.428056,,
2022-09-04 19:00:00,62f054bef8d7eb01baecf931,APP_VERIFY,Electrician,-50.884722,,
2022-09-05 23:00:00,6314a5018bd8e601b910c1e4,APP_CLAIM,Electrician,30.359167,,
2022-09-05 23:00:00,6314a5018bd8e601b910c1e4,APP_VERIFY,Electrician,-10.606944,,
2022-09-09 3:00:00,63175cadcf58c201b5938e1d,APP_CLAIM,Electrician,54.193611,,
2022-09-09 3:00:00,63175cadcf58c201b5938e1d,APP_VERIFY,Electrician,-8.493333,,
2022-09-10 3:00:00,63175cefe29cd501b90758b5,APP_CLAIM,Electrician,78.188611,,
2022-09-10 3:00:00,63175cefe29cd501b90758b5,APP_VERIFY,Electrician,-15.220278,,
2022-09-12 3:00:00,63175d49cf58c201b5939ddb,APP_CLAIM,Electrician,126.177778,,
2022-09-12 3:00:00,63175d49cf58c201b5939ddb,USER_CANCEL,Electrician,9.063889,grandfather just passed,NONE
2022-09-13 19:00:00,62f055ddd9293801b63642ec,APP_CLAIM,Electrician,166.071944,,
2022-09-13 19:00:00,62f055ddd9293801b63642ec,APP_VERIFY,Electrician,-13.6825,,
2022-09-16 3:00:00,62f05613d9293801b63643bd,APP_CLAIM,Electrician,222.170833,,
2022-09-16 3:00:00,62f05613d9293801b63643bd,CUST_CANCEL_FILLED,Electrician,6.966389,,STAFFED_IN_HOUSE
2022-09-17 3:00:00,63175e9ee29cd501b9079cff,APP_CLAIM,Electrician,246.162222,,
2022-09-17 3:00:00,63175e9ee29cd501b9079cff,APP_VERIFY,Electrician,-15.915833,,
2022-09-20 3:00:00,63175f4786620d01b998badc,APP_CLAIM,Electrician,318.138889,,
2022-09-20 3:00:00,63175f4786620d01b998badc,APP_VERIFY,Electrician,-8.839444,,
